season,fthg,ftag,odd_h,odd_d,odd_a,target
2013,3,0,2.08,3.52,4.2,13
2013,1,2,1.74,3.9,5.8,9
2013,0,0,1.78,3.87,5.8,10
2013,2,2,2.75,3.5,2.82,10
2013,2,0,2.24,3.64,3.6,12
2013,2,1,2.44,3.36,3.4,11
2013,0,0,2.76,3.2,3.05,10
2013,1,1,2.9,3.3,2.8,10
2013,1,0,1.93,3.9,4.4,11
2013,3,1,3.21,3.55,2.42,12
2013,4,0,1.58,4.5,7.2,14
2013,3,4,1.75,3.97,5.7,9
2013,3,0,1.67,4,6.9,13
2013,2,3,10,5.6,1.39,9
2013,0,1,2.92,3.45,2.7,9
2013,2,0,1.84,3.75,5.2,12
2013,1,1,2.73,3.35,3.1,10
2013,4,1,2.48,3.85,2.94,13
2013,2,2,2.25,3.7,3.55,10
2013,0,2,15.5,7.01,1.26,8
2013,4,0,1.25,7.1,17,14
2013,2,3,1.29,6.6,13,9
2013,1,1,2,3.65,4.4,10
2013,1,0,1.66,4.3,6.6,11
2013,2,0,1.6,4.25,7.2,12
2013,2,2,1.67,3.9,7.6,10
2013,1,3,7.2,3.95,1.65,8
2013,4,2,2.14,3.95,3.65,12
2013,1,1,4.5,3.65,2,10
2013,1,3,2.42,3.25,3.45,8
2013,1,2,11.59,6.4,1.32,9
2013,6,0,1.26,7.8,15.5,16
2013,0,1,6.6,4.32,1.64,9
2013,2,1,2.34,3.45,3.45,11
2013,2,3,2.18,3.52,3.96,9
2013,2,0,2.56,3.4,3.15,12
2013,3,2,3.3,3.65,2.36,11
2013,0,0,4.33,3.35,2.15,10
2013,0,2,2.04,3.35,4.9,8
2013,2,3,3.3,3.35,2.5,9
2013,2,1,1.97,3.82,4.3,11
2013,2,4,4.2,3.48,2.15,8
2013,4,0,2.31,3.4,3.63,14
2013,0,3,1.65,4.2,6.6,7
2013,0,1,2.4,3.4,3.45,9
2013,2,0,2.72,3.45,2.9,12
2013,1,0,2.09,3.6,4.05,11
2013,0,0,2.9,3.35,2.76,10
2013,0,2,2.27,3.57,3.55,8
2013,0,2,2.74,3.3,3,8
2013,2,1,2.06,3.7,4,11
2013,1,0,2.5,3.35,3.4,11
2013,2,0,1.73,3.7,6.55,12
2013,0,4,5.2,3.75,1.88,6
2013,3,0,1.94,3.75,4.59,13
2013,1,2,3.9,3.25,2.29,9
2013,1,1,1.42,5.2,10,10
2013,2,0,1.92,3.45,5.56,12
2013,1,2,3.99,3.5,2.18,9
2013,2,0,1.84,3.8,5.31,12
2013,2,0,1.64,4.09,6.8,12
2013,0,0,2.38,3.2,3.76,10
2013,1,1,1.2,8.56,18.34,10
2013,2,0,2.14,3.4,4.41,12
2013,3,1,2.27,3.8,3.38,12
2013,1,1,2.02,3.5,4.65,10
2013,1,1,4.94,3.6,1.92,10
2013,1,1,1.88,3.75,5.2,10
2013,2,1,3.23,3.45,2.48,11
2013,0,2,2.1,3.75,4,8
2013,3,2,2.48,3.3,3.37,11
2013,0,2,2.12,3.77,3.8,8
2013,1,3,6.1,4.3,1.67,8
2013,1,2,2.36,3.27,3.7,9
2013,3,2,2.04,3.5,4.43,11
2013,1,3,1.7,4.2,6,8
2013,0,0,2.72,3.6,2.9,10
2013,1,3,1.4,5.36,10.26,8
2013,1,1,2.54,3.4,3.12,10
2013,1,0,2.54,3.56,3.15,11
2013,1,1,3.5,3.2,2.5,10
2013,0,1,2.72,3.26,3.05,9
2013,2,1,2.38,3.57,3.35,11
2013,3,0,1.65,4.4,5.9,13
2013,4,0,1.51,4.5,8.19,14
2013,2,1,2.71,3.6,2.82,11
2013,0,1,2.54,3.7,3,9
2013,3,1,1.23,7.72,16,12
2013,1,1,3.02,3.26,2.72,10
2013,4,1,1.2,8,20,13
2013,0,2,1.75,4,5.6,8
2013,0,0,2.08,3.7,4.15,10
2013,1,1,1.86,3.95,4.7,10
2013,0,1,2.14,3.45,4,9
2013,4,1,1.37,5.9,9.19,13
2013,4,1,2.14,3.47,4.05,13
2013,4,1,1.45,4.59,10.11,13
2013,3,0,1.26,6.4,17.03,13
2013,3,1,1.92,3.6,4.9,12
2013,1,3,7.1,4.7,1.54,8
2013,0,1,1.44,5.4,8.19,9
2013,2,2,1.11,13.32,31,10
2013,2,3,1.45,5,9.8,9
2013,1,0,1.6,4.21,6.8,11
2013,1,0,4.09,4.12,1.95,11
2013,1,0,1.73,4.01,5.8,11
2013,1,1,2.6,3.42,3.1,10
2013,0,0,2.25,3.65,3.57,10
2013,0,1,2.08,3.7,4,9
2013,2,5,6.5,4.5,1.62,7
2013,3,0,2.44,3.55,3.41,13
2013,2,0,2.08,3.55,4.2,12
2013,2,1,2.46,3.5,3.21,11
2013,4,2,1.76,3.95,6.05,12
2013,1,0,1.36,5.6,12,11
2013,1,3,11,5.2,1.53,8
2013,0,3,9.6,4.59,1.7,7
2013,2,1,3.45,3.48,2.36,11
2013,4,2,2.6,3.45,3.7,12
2013,3,0,1.77,3.9,5.85,13
2013,0,1,3.2,3.35,2.52,9
2013,2,1,2.1,3.55,4,11
2013,1,2,2.4,3.42,3.45,9
2013,0,1,2.17,3.5,4,9
2013,3,2,5.75,4.15,1.81,11
2013,2,4,2.88,3.35,2.88,8
2013,4,1,2.1,3.4,4.8,13
2013,4,0,1.53,4.8,8.41,14
2013,1,0,2.2,3.5,3.9,11
2013,1,0,1.14,11,26,11
2013,1,3,15,6.5,1.31,8
2013,0,0,1.58,4.15,8.5,10
2013,0,3,3.15,3.41,2.54,7
2013,1,2,1.96,3.55,4.7,9
2013,1,1,2.27,3.4,3.76,10
2013,0,1,5,4,1.83,9
2013,2,0,2.35,3.29,3.8,12
2013,1,2,3.15,3.35,2.63,9
2013,0,0,1.67,4,6.92,10
2013,0,2,4.59,3.6,1.96,8
2013,0,2,2.04,3.65,4.5,8
2013,1,1,1.4,5.5,10.5,10
2013,2,2,1.62,4,7.5,10
2013,1,2,1.79,3.94,5.46,9
2013,4,2,2.27,3.92,3.26,12
2013,2,0,1.64,4.15,7.66,12
2013,2,1,1.98,4,5.09,11
2013,1,0,1.95,3.4,5.4,11
2013,8,0,1.38,5.9,10,18
2013,1,1,5.5,4,1.8,10
2013,0,0,3.05,3.6,2.65,10
2013,2,1,1.67,4.25,8.5,11
2013,1,1,2,3.7,4.5,10
2013,1,2,2.5,3.6,3.15,9
2013,0,1,6.28,4.2,1.73,9
2013,4,3,1.3,6.6,12.73,11
2013,1,0,7.46,4.45,1.57,11
2013,0,4,4.5,3.75,2.04,6
2013,3,1,4.15,3.35,2.25,12
2013,7,3,1.57,5,8.25,14
2013,2,0,1.33,6,11.3,12
2013,3,4,7.2,4.47,1.59,9
2013,1,0,2.96,3.45,2.75,11
2013,3,3,2,3.6,4.59,10
2013,1,2,2.34,3.55,4,9
2013,1,2,3.8,3.35,2.25,9
2013,0,3,2.91,3.4,4,7
2013,1,2,3.35,3.55,2.6,9
2013,0,3,4.59,4.05,2,7
2013,3,1,1.36,5.6,12,12
2013,3,0,1.36,5.4,12.93,13
2013,2,2,1.67,4.2,6.26,10
2013,0,4,5.2,3.95,1.79,6
2013,2,1,2.04,3.65,4.3,11
2013,1,2,2.02,3.7,4.25,9
2013,1,1,5.4,4.3,1.73,10
2013,0,1,1.31,6.5,15,9
2013,1,2,3.9,3.5,2.16,9
2013,3,0,1.4,5.5,9.9,13
2013,1,2,2.29,3.5,3.6,9
2013,0,0,1.97,3.45,4.8,10
2013,2,1,1.57,4.4,7.8,11
2013,1,2,3.3,3.5,2.46,9
2013,1,0,1.55,4.7,8.03,11
2013,1,0,3.25,3.8,2.39,11
2013,3,1,2.56,3.5,3.15,12
2013,3,1,1.95,3.75,5.6,12
2013,2,1,1.35,5.6,12.11,11
2013,2,0,2.42,3.35,3.45,12
2013,4,3,1.31,8.5,18,11
2013,1,0,2.58,3.2,3.45,11
2013,3,0,2.85,3.45,2.9,13
2013,4,0,1.12,14,29,14
2013,4,1,2.14,4,3.5,13
2013,1,1,4.4,3.65,2,10
2013,2,1,1.7,4.09,6.2,11
2013,0,2,1.33,7.7,20,8
2013,1,2,1.27,7.4,21,9
2013,3,1,2.29,3.6,3.55,12
2013,0,0,1.14,9.85,28.28,10
2013,2,2,2.02,3.4,4.66,10
2013,1,2,1.99,3.85,4.2,9
2013,0,0,1.62,4.37,6.6,10
2013,1,2,4.5,3.72,2.04,9
2013,3,2,3.05,3.5,2.56,11
2013,0,4,5.17,3.65,1.87,6
2013,1,1,2.2,3.5,3.85,10
2013,2,2,4.3,3.65,2,10
2013,0,0,7.2,4.84,1.54,10
2013,0,2,2.54,3.25,3.3,8
2013,0,0,4.9,4,1.85,10
2013,3,1,2.04,3.55,4.3,12
2013,3,0,2.7,3.4,3,13
2013,0,0,2.34,3.6,3.4,10
2013,4,0,2.1,3.25,4.59,14
2013,1,0,2.41,3.45,3.4,11
2013,0,2,1.82,3.75,5.6,8
2013,0,1,2.7,3.5,2.9,9
2013,2,0,1.35,6.1,12,12
2013,2,0,2.16,3.75,3.75,12
2013,2,0,1.78,3.9,5.64,12
2013,0,2,2.96,3.5,2.66,8
2013,0,0,4.7,3.65,1.99,10
2013,3,1,5.5,3.55,1.87,12
2013,2,0,1.75,3.9,6.1,12
2013,2,0,2,3.7,4.4,12
2013,2,1,2.1,3.65,4.25,11
2013,3,2,2.22,3.25,4.09,11
2013,1,0,3.15,4.01,2.29,11
2013,3,1,3.08,3.45,2.6,12
2013,2,0,1.34,6.2,12.41,12
2013,1,1,5.3,3.67,1.89,10
2013,5,0,2.1,3.45,4.22,15
2013,2,1,1.91,3.85,5.18,11
2013,1,3,7.6,4.8,1.52,8
2013,1,2,2.31,3.38,3.5,9
2013,3,0,1.44,5.03,9.69,13
2013,1,1,1.85,4,4.75,10
2013,2,2,2.16,3.5,4.17,10
2013,2,2,1.22,7.8,16,10
2013,0,0,1.44,5.2,9.19,10
2013,3,2,2.1,3.49,4.2,11
2013,5,4,1.7,4.2,5.78,11
2013,1,1,1.67,4.15,6.3,10
2013,2,1,1.73,3.95,5.9,11
2013,0,5,4.8,4.09,1.87,5
2013,1,1,3.64,3.55,2.36,10
2013,3,1,1.74,4.2,5.2,12
2013,0,1,4.42,3.55,2.1,9
2013,3,2,1.8,3.75,5.7,11
2013,0,0,2.2,3.65,3.65,10
2013,1,1,2.5,3.35,3.25,10
2013,2,0,1.12,13,31,12
2013,3,1,2.29,3.3,3.85,12
2013,2,0,2.42,3.58,3.3,12
2013,2,0,2.1,3.8,3.9,12
2013,4,0,1.38,5.5,11,14
2013,5,0,1.34,5.8,10.84,15
2013,1,1,2.11,3.6,3.95,10
2013,3,2,1.97,3.5,4.84,11
2013,2,2,1.94,3.75,4.9,10
2013,0,0,2.35,3.55,3.5,10
2013,3,2,10.5,6.1,1.36,11
2013,2,0,1.27,6.8,15.4,12
2013,2,2,2.95,3.4,2.99,10
2013,1,0,2.2,3.4,4,11
2013,1,2,1.7,4.09,5.96,9
2013,2,3,2.2,3.4,3.93,9
2013,0,2,3.65,3.39,2.27,8
2013,0,5,3.8,3.9,2.08,5
2013,0,2,2.84,3.25,2.94,8
2013,2,0,2.23,3.45,3.78,12
2013,1,1,3.25,3.2,2.63,10
2013,2,0,1.37,5.6,12,12
2013,2,1,2.15,3.45,4,11
2013,0,2,2.36,3.5,3.45,8
2013,0,1,4,3.45,2.22,9
2013,2,3,2.54,3.4,3.2,9
2013,1,1,1.82,4.3,4.54,10
2013,0,2,1.93,3.55,5.09,8
2013,1,0,2.64,3.2,3.2,11
2013,1,1,3.15,3.65,2.46,10
2013,1,1,2.27,3.3,3.77,10
2013,2,1,1.5,4.59,8.5,11
2013,1,1,2.4,3.35,3.46,10
2013,1,1,2.9,3.51,3.15,10
2013,2,1,2.04,3.85,4,11
2013,0,0,4.09,3.5,2.15,10
2013,1,1,2.1,3.67,4.09,10
2013,5,1,1.52,4.59,8,14
2013,0,2,3.2,3.34,2.6,8
2013,3,0,1.22,7.8,19,13
2013,0,3,3.25,3.45,2.5,7
2013,2,3,3.2,3.7,2.5,9
2013,2,1,1.87,3.7,5.09,11
2013,2,1,1.9,3.55,5.09,11
2013,0,0,2.29,3.45,3.65,10
2013,0,1,1.75,3.68,6.4,9
2013,0,0,3,3.55,2.59,10
2013,2,1,2.93,3.4,2.74,11
2013,1,1,3.45,3.15,2.5,10
2013,1,1,2.31,3.55,3.5,10
2013,2,0,1.68,3.85,7.35,12
2013,2,1,2.02,3.6,4.37,11
2013,2,1,2.57,3.55,3.05,11
2013,2,2,3.05,3.3,2.84,10
2013,2,1,2.08,3.7,3.95,11
2013,1,1,2.04,3.5,4.5,10
2013,1,1,1.2,7.8,21.84,10
2013,0,0,3.9,3.7,2.15,10
2013,0,1,4,3.45,2.12,9
2013,1,0,1.49,4.7,8.19,11
2013,3,0,3.25,3.5,2.42,13
2013,4,0,1.15,9.55,20.5,14
2013,2,1,3.35,3.35,2.44,11
2013,0,1,2.49,3.16,3.55,9
2013,3,2,2.4,3.7,3.2,11
2013,1,0,1.8,3.7,5.9,11
2013,3,0,2.12,3.7,3.81,13
2013,2,3,3,3.4,2.64,9
2013,0,2,9,5.4,1.42,8
2013,1,2,3,3.5,2.61,9
2013,5,1,1.1,14,36,14
2013,1,1,2.04,3.65,4.25,10
2013,6,0,1.67,4,7,16
2013,3,0,1.54,4.3,8.3,13
2013,2,2,1.64,4,7,10
2013,3,3,3.2,4,2.25,10
2013,3,0,1.51,4.7,8.4,13
2013,2,2,2.38,3.3,3.7,10
2013,0,0,2.68,3.35,3.05,10
2013,0,0,8.19,4.9,1.48,10
2013,1,2,2.92,3.35,2.8,9
2013,2,1,1.62,4.33,6.8,11
2013,2,1,1.28,7.1,15,11
2013,2,2,2.22,3.5,3.8,10
2013,3,1,2.52,3.4,3.15,12
2013,2,2,6.4,4.33,1.62,10
2013,1,1,4.59,3.75,1.96,10
2013,2,0,1.93,4.09,4.3,12
2013,2,4,1.48,5,7.6,8
2013,0,4,4.8,3.5,2.02,6
2013,2,2,2.75,3.5,2.8,10
2013,2,0,1.66,3.8,7.25,12
2013,0,2,3.4,3.23,2.52,8
2013,3,3,1.41,5.11,10.15,10
2013,3,2,2.08,3.55,4.09,11
2013,2,0,1.49,4.7,8.4,12
2013,0,3,8.19,4.59,1.52,7
2013,0,0,2.76,3.4,2.9,10
2013,0,0,2.25,3.23,3.95,10
2013,1,2,4.71,3.5,2,9
2013,0,1,7.2,4.59,1.63,9
2013,2,1,2.64,3.5,2.98,11
2013,1,0,11,6,1.34,11
2013,2,2,2.6,3.39,3.3,10
2013,3,2,4.45,3.65,2,11
2013,1,0,2.5,3.45,3.15,11
2013,1,0,1.42,4.95,10,11
2013,2,2,2.29,3.5,3.55,10
2013,0,2,2.27,3.75,3.4,8
2013,1,2,1.39,5.24,10.84,9
2013,3,1,3.45,3.55,2.35,12
2013,1,0,2.2,3.4,3.9,11
2013,2,1,2.54,3.4,3.2,11
2013,1,1,1.55,4.38,8,10
2013,1,1,1.96,3.65,4.5,10
2013,0,0,2.45,3.3,3.65,10
2013,3,1,2.15,3.6,3.95,12
2013,3,1,3.65,3.47,2.27,12
2013,3,1,1.53,4.3,8.69,12
2013,0,1,1.47,4.9,9.8,9
2013,2,3,3.55,3.37,2.38,9
2013,1,1,6.75,5,1.53,10
2013,1,2,7,4.01,1.65,9
2013,1,0,1.48,4.8,8.19,11
2013,1,2,2.2,3.35,4,9
2013,3,2,3.13,3.26,2.7,11
2013,3,0,1.66,4.2,6,13
2013,2,1,1.54,4.5,7.53,11
2013,3,1,3.9,3.35,2.25,12
2013,1,1,1.63,4.4,6.8,10
2013,0,1,3.65,3.45,2.25,9
2013,2,1,1.58,4.59,7.33,11
2013,2,1,2.44,3.35,3.35,11
2013,2,0,1.74,3.85,5.9,12
2013,2,3,3.65,3.65,2.18,9
2013,2,2,1.88,3.85,4.75,10
2013,3,1,1.25,7,17,12
2013,4,1,1.41,5.6,8.69,13
2013,4,1,1.8,3.85,5.65,13
2013,0,0,2.04,3.47,4.5,10
2013,4,1,1.38,5.6,10,13
2013,2,0,1.69,4.16,6,12
2013,1,0,3.5,3.3,2.5,11
2013,1,1,2.12,3.46,4.03,10
2013,4,1,2.08,3.55,4.2,13
2013,4,0,1.26,7.2,15.16,14
2013,0,1,2.92,3.5,2.66,9
2013,1,4,2.42,3.85,3.05,7
2013,2,1,1.91,3.55,4.9,11
2013,0,1,3,3.41,2.64,9
2013,0,0,1.83,3.95,4.96,10
2013,1,1,2.98,3.3,2.79,10
2013,0,3,2.1,3.65,4.45,7
2013,2,1,1.69,4.09,6.14,11
2013,0,0,2.46,3.4,3.6,10
2013,0,1,4.8,3.75,1.91,9
2013,1,2,2.54,3.6,3,9
2013,1,4,1.3,6.4,11.7,7
2013,1,0,2.46,3.6,3.15,11
2013,2,1,1.65,4.09,6.6,11
2013,1,1,2.33,3.4,3.8,10
2013,3,1,5.8,4.2,1.69,12
2013,1,2,2,3.4,5,9
2013,3,3,3.65,3.65,2.2,10
2013,1,1,2.74,3.4,2.94,10
2013,0,0,2.25,3.46,3.75,10
2013,1,1,4.25,3.5,2.08,10
2013,2,1,3.05,3.32,2.66,11
2013,1,3,2.12,3.5,4.09,8
2013,0,0,1.95,3.7,4.59,10
2013,2,0,2.18,3.4,4.09,12
2013,1,1,3.7,3.35,2.27,10
2013,3,1,1.65,4,6.67,12
2013,1,0,2.06,3.4,4.59,11
2013,1,0,1.68,4.09,6.08,11
2013,0,4,1.69,4.13,5.82,6
2013,1,1,1.96,3.45,4.8,10
2013,3,1,3.2,3.65,2.38,12
2013,1,1,1.51,4.66,8,10
2013,2,1,3.8,3.65,2.15,11
2013,6,1,1.09,15,31.1,15
2013,2,0,1.8,3.87,5.25,12
2013,1,2,2.92,3.36,2.75,9
2013,0,2,1.45,4.9,9.4,8
2013,0,0,2.02,3.5,4.4,10
2013,2,0,1.88,3.57,5.3,12
2013,3,1,1.44,5.11,9,12
2013,2,1,1.51,4.7,8.19,11
2013,0,2,8.8,5.2,1.45,8
2013,1,0,1.6,4.13,7.4,11
2013,1,0,3.65,3.68,2.24,11
2013,0,1,2.78,3.21,2.98,9
2013,2,3,2.12,3.7,3.8,9
2013,1,0,2.5,3.45,3.15,11
2013,1,0,2.04,3.5,4.59,11
2013,1,2,12.18,6.8,1.3,9
2013,1,0,2.25,3.58,3.7,11
2013,2,2,1.76,3.85,6.06,10
2013,1,0,1.57,4.2,8.02,11
2013,1,0,2.1,3.65,4.2,11
2013,2,1,1.51,4.8,8.15,11
2013,2,1,1.92,3.7,5,11
2013,1,1,2.66,3.2,3.25,10
2013,2,2,2.38,3.55,3.3,10
2013,3,1,2.31,3.4,3.6,12
2013,3,0,1.45,5.4,8.6,13
2013,1,1,2.29,3.35,3.68,10
2013,3,2,8.8,4.84,1.49,11
2013,0,2,3.5,3.4,2.38,8
2013,1,0,2.19,3.45,3.95,11
2013,2,0,1.21,8.8,16,12
2013,0,0,1.52,4.55,8.6,10
2013,0,1,2.48,3.55,3.1,9
2013,2,2,2.1,3.65,4.05,10
2013,0,4,2.48,3.21,3.52,6
2013,0,3,4.7,3.75,1.93,7
2013,2,0,1.43,5,9,12
2013,4,1,2,3.75,4.3,13
2013,1,0,2.46,3.35,3.55,11
2013,5,0,1.41,5.3,9.27,15
2013,1,1,1.6,4.21,7.23,10
2013,1,0,2.12,3.5,4.2,11
2013,1,1,4.5,3.5,2.04,10
2013,2,1,2.18,3.25,4.3,11
2013,3,0,3.25,3.3,2.54,13
2013,1,3,2.27,3.72,3.45,8
2013,2,0,1.75,3.7,6.02,12
2013,0,0,2.04,3.7,4.09,10
2013,0,0,2.68,3.2,3.22,10
2013,2,1,3.7,3.4,2.29,11
2013,0,0,2.1,3.6,4.2,10
2013,1,2,6.6,4.73,1.57,9
2013,0,0,2,3.6,4.5,10
2013,1,3,4.2,3.5,2.1,8
2013,0,3,4.01,3.55,2.12,7
2013,1,1,1.95,3.75,4.4,10
2013,1,0,2.16,3.35,4.09,11
2013,5,1,2.78,3.6,2.75,14
2013,1,1,2.16,3.65,3.81,10
2013,2,1,1.33,6.2,11.32,11
2013,2,2,3.55,3.65,2.25,10
2013,6,1,1.27,7.2,14,15
2013,1,3,2.12,3.55,4,8
2013,2,2,1.7,3.85,6.5,10
2013,2,1,1.54,4.59,7.24,11
2013,0,1,3.05,3.3,2.64,9
2013,2,1,2.4,3.4,3.5,11
2013,0,3,2.68,3.4,3,7
2013,0,2,6.8,4.63,1.57,8
2013,2,1,1.23,8,14.72,11
2013,2,1,1.86,3.7,5.01,11
2013,2,3,3.35,3.5,2.4,9
2013,2,1,1.93,3.75,4.71,11
2013,1,1,6.02,4.2,1.67,10
2013,2,0,2.06,3.35,4.59,12
2013,3,1,1.8,3.85,5.5,12
2013,1,2,1.78,3.9,5.4,9
2013,1,0,1.42,5.09,9.77,11
2013,0,2,1.46,4.5,10.58,8
2013,2,0,2.16,3.7,3.84,12
2013,3,0,1.25,7.15,16.93,13
2013,4,3,2.29,3.2,3.88,11
2013,1,1,4.09,3.6,2.08,10
2013,1,2,2.1,3.45,4.3,9
2013,0,0,5.07,3.95,1.81,10
2013,2,0,1.58,4.34,7,12
2013,4,2,2.29,3.5,3.5,12
2013,3,0,2.38,3.5,3.4,13
2013,0,2,2.14,3.45,4.03,8
2013,2,0,1.31,6.08,13.2,12
2013,0,0,3.05,3.5,2.58,10
2013,2,3,3.85,3.4,2.25,9
2013,2,1,3.45,3.5,2.34,11
2013,0,1,2.04,3.8,4.24,9
2013,1,1,3.15,3.3,2.58,10
2013,2,0,2.1,3.49,4.2,12
2013,2,0,1.93,3.75,4.84,12
2013,0,4,4.92,4.09,1.81,6
2013,2,1,3.25,3.78,2.35,11
2013,1,0,2.12,3.65,3.9,11
2013,1,1,1.83,3.7,5.4,10
2013,1,0,7.8,4.7,1.52,11
2013,1,4,2.94,3.65,2.6,7
2013,1,2,1.7,4.09,5.8,9
2013,1,1,3.01,3.35,2.66,10
2013,1,2,2,3.6,4.55,9
2013,2,2,1.56,4.59,7.1,10
2013,2,2,2.31,3.4,3.62,10
2013,1,0,1.41,5.5,10.31,11
2013,1,1,1.71,4.09,5.9,10
2013,0,0,1.88,3.49,5.41,10
2013,0,0,2.29,3.65,3.35,10
2013,2,1,1.55,4.55,7.26,11
2013,4,0,1.29,6.64,15.5,14
2013,3,0,1.68,3.9,7.6,13
2013,3,1,1.35,6.1,10.46,12
2013,3,1,1.38,5.6,11,12
2013,0,1,2.56,3.25,3.3,9
2013,4,0,1.76,3.8,6,14
2013,1,0,2.31,3.3,3.6,11
2013,0,1,2.4,3.51,3.4,9
2013,0,1,1.77,4.15,5.27,9
2013,0,0,3.34,3.4,2.42,10
2013,2,1,2,3.35,4.9,11
2013,2,3,2.29,3.5,3.65,9
2013,3,1,1.44,5.25,8.76,12
2013,0,0,2.08,3.45,4.3,10
2013,3,3,1.86,3.85,4.9,10
2013,0,2,2.48,3.25,3.46,8
2013,0,1,13,6.8,1.31,9
2013,1,1,5.09,3.7,1.87,10
2013,0,0,2.08,3.65,4.7,10
2013,0,1,4,3.54,2.16,9
2013,1,2,2.16,3.53,3.9,9
2013,2,1,2.46,3.6,3.15,11
2013,3,0,2.42,3.26,3.5,13
2013,1,1,2.96,3.52,2.64,10
2013,2,1,1.47,4.65,9.6,11
2013,2,1,1.51,4.36,9.4,11
2013,1,0,2.25,3.35,3.85,11
2013,0,1,8.4,5.2,1.44,9
2013,4,1,1.53,4.59,7.69,13
2013,2,2,2.88,3.35,2.86,10
2013,0,2,5.09,3.62,1.94,8
2013,1,2,2.29,3.35,3.7,9
2013,2,1,1.85,3.78,5.09,11
2013,2,1,1.24,7.4,18,11
2013,1,2,2.63,3.5,2.96,9
2013,1,0,2.62,3.31,3.4,11
2013,3,1,2.29,3.4,3.66,12
2013,0,0,2.84,3.35,2.84,10
2013,5,1,2.34,3.4,3.65,14
2013,2,1,3.7,3.8,2.11,11
2013,2,0,2.02,3.65,4.41,12
2013,3,2,1.12,10.01,29.14,11
2013,4,2,2.42,3.35,3.9,12
2013,0,1,3.6,3.3,2.44,9
2013,1,1,2.38,3.75,3.15,10
2013,1,1,2.29,3.41,3.7,10
2013,2,0,1.18,11,23,12
2013,1,0,3.1,3.5,2.56,11
2013,1,3,3.75,3.46,2.31,8
2013,1,1,3.01,3.6,2.54,10
2013,2,5,1.77,4.09,5.09,7
2013,2,1,3.45,3.57,2.36,11
2013,0,3,2.72,3.45,2.91,7
2013,2,1,2.35,3.5,3.55,11
2013,1,2,1.9,3.51,5.3,9
2013,0,1,1.85,4,5.09,9
2013,1,0,1.29,6.2,16,11
2013,0,0,2.5,3.35,3.3,10
2013,0,1,1.57,4.5,7.25,9
2013,2,0,2.66,3.25,3.15,12
2013,2,1,1.53,4.59,8.19,11
2013,3,2,1.94,4.2,4.2,11
2013,0,0,2.31,3.4,3.65,10
2013,1,0,2.64,3.65,2.89,11
2013,0,2,2.98,3.3,2.8,8
2013,3,1,2.31,3.2,3.9,12
2013,0,0,2.56,3.6,2.98,10
2013,4,1,2,3.3,5.09,13
2013,1,0,1.68,3.8,7.25,11
2013,0,1,2.4,3.65,3.25,9
2013,1,2,7.25,5.2,1.51,9
2013,2,1,1.81,3.7,5.74,11
2013,2,0,4,3.45,2.2,12
2013,0,0,2.29,3.5,3.6,10
2013,0,0,1.53,4.3,8.83,10
2013,1,1,1.97,3.6,4.7,10
2013,3,1,2.29,3.52,3.55,12
2013,0,0,2.6,3.5,3.05,10
2013,5,2,1.14,10.5,23,13
2013,1,0,3.05,3.36,2.75,11
2013,3,0,1.67,4.12,6.41,13
2013,1,1,1.67,3.85,7.2,10
2013,4,0,1.7,3.85,6.5,14
2013,3,0,3.25,3.65,2.38,13
2013,1,0,1.15,10,23,11
2013,0,2,3.65,3.65,2.2,8
2013,0,1,2.15,3.5,4,9
2013,4,1,4.51,3.5,2.1,13
2013,2,2,1.56,4.7,7.21,10
2013,3,1,1.9,3.65,5.18,12
2013,1,1,2.31,3.3,3.81,10
2013,4,1,1.62,4.13,7.05,13
2013,1,2,1.55,4.34,8.65,9
2013,3,2,2.45,3.4,3.31,11
2013,1,2,4.05,3.65,2.1,9
2013,3,1,4,3.77,2.04,12
2013,0,0,2.9,3.25,2.92,10
2013,1,0,2.61,3.55,3.05,11
2013,5,1,1.38,5.7,9.6,14
2013,0,2,5.5,3.73,1.81,8
2013,2,0,3.6,3.5,2.27,12
2013,0,1,1.55,4.5,7.3,9
2013,2,0,1.33,5.9,12.09,12
2013,2,1,2.29,3.6,3.5,11
2013,1,2,2.1,3.65,4,9
2013,0,2,2.02,3.6,4.5,8
2013,2,0,1.63,4.3,6.52,12
2013,2,0,1.4,5.5,9.4,12
2013,1,1,1.94,3.6,4.75,10
2013,1,0,2.56,3.25,3.29,11
2013,1,1,2.06,3.47,4.33,10
2013,0,2,4,3.55,2.14,8
2013,0,0,2.29,3.1,4.09,10
2013,0,2,3.2,3.3,2.56,8
2013,1,0,2.04,3.75,4.13,11
2013,3,2,1.55,4.3,8,11
2013,3,1,1.12,13,27,12
2013,4,0,1.42,5.2,9.4,14
2013,3,2,1.42,4.9,10.5,11
2013,2,2,2.96,3.35,2.72,10
2013,0,0,2.52,3.5,3.3,10
2013,1,0,2.82,3.2,3,11
2013,1,0,1.64,4.05,6.61,11
2013,1,4,5.4,4.19,1.76,7
2013,3,0,1.45,4.9,9.5,13
2013,3,0,1.65,4.4,6.3,13
2013,1,0,1.88,3.85,5.55,11
2013,4,0,1.31,6,12.5,14
2013,0,2,1.8,3.65,5.9,8
2013,0,0,2.27,3.25,3.94,10
2013,2,2,2.16,3.35,4.09,10
2013,2,1,3.13,3.45,2.56,11
2013,2,1,2.1,3.45,4.11,11
