id,country_id,league_id,season,stage,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA,VCH,VCD,VCA
19867,19694,19694,2008/2009,35,10-May-09,643171,8066,8429,1,1,2.2,3.3,3.25,2.1,3.25,3.05,2,3.1,3.2,2,3.2,3.2,1.95,3.25,3.3,2.1,3.25,3.25
13520,13274,13274,2008/2009,34,10-May-09,523950,8674,9761,1,0,1.95,3.5,3.3,2.05,3.35,3.15,,,,2.1,3.2,3,2.15,3.2,2.88,2.1,3.3,3
17808,17642,17642,2008/2009,28,10-May-09,509351,6421,10215,0,1,2,3.2,3.5,2,3.1,3.55,2,3,3.3,2,3.2,3.2,2.1,3,3.2,2,3,3.5
21802,21518,21518,2008/2009,35,10-May-09,530648,9864,8696,1,0,2.1,3.3,3.5,2,3.25,3.4,2,3.3,3.6,1.91,3.25,3.4,1.95,3.25,3.3,2.05,3.2,3.3
13517,13274,13274,2008/2009,34,10-May-09,523947,8593,8611,1,0,1.95,3.4,3.5,2,3.4,3.25,1.9,3.2,3.4,1.91,3.4,3.25,1.8,3.3,3.75,1.85,3.3,3.75
21798,21518,21518,2008/2009,35,10-May-09,530644,8305,8371,3,0,2.1,3.25,3.6,2.05,3.15,3.35,2.1,3.25,3.4,2.1,3.2,3,2.05,3.2,3.1,2,3.2,3.4
21803,21518,21518,2008/2009,35,10-May-09,530649,9865,9869,3,1,2,3.4,3.75,1.8,3.45,3.9,1.8,3.5,4,1.73,3.4,4,1.91,3.25,3.4,1.9,3.25,3.6
13522,13274,13274,2008/2009,34,10-May-09,523952,10229,10228,3,1,1.8,3.5,4,1.85,3.5,3.5,1.85,3.4,3.3,1.73,3.4,4,1.91,3.3,3.3,1.75,3.4,4
10538,10257,10257,2008/2009,35,10-May-09,539900,9804,9857,1,1,1.91,3.25,4.33,1.85,3.2,4,1.9,3.2,4.1,1.83,3.2,3.75,1.91,3.2,3.5,1.9,3.25,3.6
10540,10257,10257,2008/2009,35,10-May-09,539902,8564,9885,1,1,1.83,3.5,4.33,1.8,3.25,4.15,1.9,3.1,4.2,1.73,3.2,4.33,1.8,3.1,4,1.75,3.25,4.33
21801,21518,21518,2008/2009,35,10-May-09,530647,10281,8388,0,0,1.8,3.6,4.33,1.7,3.5,4.4,1.8,3.5,4,1.67,3.4,4.33,1.8,3.3,3.75,1.75,3.3,4.35
21805,21518,21518,2008/2009,35,10-May-09,530651,9906,8558,3,2,1.73,3.6,4.75,1.7,3.55,4.3,1.7,3.6,4.7,1.62,3.5,4.5,1.67,3.4,4.33,1.75,3.3,4.35
13518,13274,13274,2008/2009,34,10-May-09,523948,8464,8614,1,1,1.62,3.5,5.25,1.67,3.25,5.1,1.8,3.3,3.5,1.67,3.4,4.33,1.67,3.4,4.33,1.7,3.3,4.5
13523,13274,13274,2008/2009,34,10-May-09,523953,10235,9803,2,3,1.55,3.75,5.5,1.55,3.65,5.5,1.4,3.9,6,1.4,3.75,7,1.4,3.75,7,1.45,3.8,6.5
10537,10257,10257,2008/2009,35,10-May-09,539899,9888,9875,1,1,1.62,3.75,5.5,1.6,3.5,5.25,1.4,4.2,6,1.67,3.3,4.5,1.57,3.6,4.8,1.6,3.75,4.5
17802,17642,17642,2008/2009,28,10-May-09,509345,9773,10214,1,0,1.36,4.2,8,1.35,4.2,8,1.37,4,7,1.4,4,6.5,1.36,4,7,1.35,4,7.5
21806,21518,21518,2008/2009,35,10-May-09,530652,8634,10205,3,3,1.33,4.75,9,1.25,5.25,9,1.35,4.7,8,1.29,4.33,9,1.29,4.5,8,1.25,5,9
2019,1729,1729,2008/2009,36,10-May-09,489393,10260,8456,2,0,1.36,4.75,9.5,1.35,4.5,7.5,1.37,4.4,8,1.36,3.75,8,1.36,4.5,9.5,1.36,4.35,9
17807,17642,17642,2008/2009,28,11-May-09,509350,9807,10264,0,5,2.75,3.2,2.4,2.7,3.1,2.4,2.3,3,2.7,2.6,3.1,2.4,2.6,3.1,2.4,2.7,3,2.4
2023,1729,1729,2008/2009,36,11-May-09,489397,10261,8549,3,1,2,3.4,3.8,2,3.15,3.5,1.9,3.3,3.9,1.91,3.2,3.5,1.95,3.5,3.8,2,3.2,3.6
8040,7809,7809,2008/2009,32,12-May-09,499602,8722,8177,1,2,4.33,3.5,1.83,4.45,3.3,1.75,3.8,3.4,1.9,3.4,3.5,1.83,4.2,3.5,1.85,4,3.4,1.83
19872,19694,19694,2008/2009,36,12-May-09,643176,8485,9860,0,0,2.37,3.25,3,2.3,3.25,2.7,2.2,3,2.9,2.25,3.2,2.75,2.3,3.2,3.2,2.3,3.2,2.8
8042,7809,7809,2008/2009,32,12-May-09,499604,8295,9904,2,3,2.05,3.4,3.5,2,3.4,3.3,2,3.4,3.5,1.91,3.5,3.2,2,3.5,3.6,2,3.4,3.4
8037,7809,7809,2008/2009,32,12-May-09,499599,8721,9789,3,0,1.95,3.6,3.6,2.05,3.2,3.35,2,3.4,3.5,1.91,3.5,3.2,2,3.5,3.6,1.91,3.4,3.6
8034,7809,7809,2008/2009,32,12-May-09,499596,9823,8178,3,0,1.33,5,9,1.35,4.4,7.7,1.37,4.6,7.5,1.36,4,7,1.36,4.8,8.5,1.3,5,8.5
5052,4769,4769,2008/2009,35,12-May-09,483503,9748,9830,3,0,1.3,5,10,1.3,4.5,9,1.35,4.5,8.5,1.3,4,9,1.33,4.5,11,1.33,4.33,8.5
19868,19694,19694,2008/2009,36,12-May-09,643172,9925,9938,2,1,1.3,5.25,10,1.28,4.75,9,1.3,4.2,8,1.3,4.33,8,1.3,5,11,1.25,5,10
1997,1729,1729,2008/2009,33,13-May-09,489371,8528,10260,1,2,12,5,1.3,9,4.5,1.3,8.5,4.5,1.35,8,4.33,1.3,10.5,4.6,1.33,9.5,5,1.29
19873,19694,19694,2008/2009,36,13-May-09,643177,10251,8548,1,1,6.5,3.8,1.53,6.75,3.75,1.45,5,3.7,1.5,6,3.5,1.5,6,3.8,1.57,6.5,3.75,1.5
5058,4769,4769,2008/2009,35,13-May-09,483509,9873,9827,1,2,5.5,3.3,1.72,4.35,3.35,1.75,4.3,3.4,1.8,4.5,3.1,1.73,5.25,3.3,1.75,4.5,3.25,1.75
5054,4769,4769,2008/2009,35,13-May-09,483505,9831,8592,0,2,5,3.25,1.8,4.5,3.3,1.75,5,3.4,1.7,4.33,3,1.8,5,3.4,1.75,4.6,3.2,1.75
5050,4769,4769,2008/2009,35,13-May-09,483501,9746,9853,2,4,4.2,3.2,1.95,3.65,3.25,1.9,3.7,3.2,2,3.75,3,1.91,4.2,3.3,1.91,3.8,3.2,1.9
5051,4769,4769,2008/2009,35,13-May-09,483502,8682,9847,0,1,3.6,3,2.2,3.15,3.05,2.2,3.3,3.1,2.2,3.2,3,2.1,3.6,3.1,2.15,3.6,2.9,2.1
8038,7809,7809,2008/2009,32,13-May-09,499600,9810,8697,0,5,2.62,3.3,2.62,2.5,3.2,2.6,2.55,3.2,2.65,2.25,3.4,2.62,2.6,3.4,2.6,2.5,3.4,2.5
8036,7809,7809,2008/2009,32,13-May-09,499598,10189,10269,1,2,2.4,3.4,2.87,2.4,3.2,2.7,2.5,3.3,2.65,2.2,3.5,2.62,2.4,3.4,2.8,2.4,3.25,2.7
8041,7809,7809,2008/2009,32,13-May-09,499603,8398,9788,0,1,2.3,3.3,3.1,2.2,3.2,3,2.2,3.2,3.2,2.1,3.3,2.88,2.3,3.4,3,2.3,3.3,2.8
8039,7809,7809,2008/2009,32,13-May-09,499601,9912,8226,0,2,2.2,3.4,3.2,2.2,3.2,3,2,3.4,3.5,2.1,3.3,2.88,2.2,3.4,3.2,2.2,3.3,3
19871,19694,19694,2008/2009,36,13-May-09,643175,8429,8596,0,1,2.2,3.3,3.25,2.2,3.25,2.9,2,3.2,3.1,2,3.2,3.2,2.3,3.3,3.1,2.2,3.25,3
19869,19694,19694,2008/2009,36,13-May-09,643173,8597,9800,2,1,2.1,3.4,3.4,1.9,3.3,3.55,2.1,3,3.1,2.1,3.2,3,2.15,3.3,3.4,2.1,3.2,3.25
19870,19694,19694,2008/2009,36,13-May-09,643174,9927,8066,2,2,2.05,3.4,3.5,2,3.25,3.3,1.9,3.3,3.3,2.1,3.2,3,2.1,3.3,3.5,2,3.25,3.4
5053,4769,4769,2008/2009,35,13-May-09,483504,8481,8689,2,2,2.25,2.8,3.75,2.3,2.75,3.4,2.1,2.7,3.8,2.1,2.88,3.4,2.2,2.88,3.8,2.2,2.8,3.5
5057,4769,4769,2008/2009,35,13-May-09,483508,9941,8639,0,0,2.2,2.9,3.8,2.1,2.9,3.55,2.1,3.1,3.6,2.1,2.88,3.4,2.2,3.1,3.5,2.2,2.88,3.4
5049,4769,4769,2008/2009,35,13-May-09,483500,8583,9855,2,0,1.95,3.1,4.33,2,3,3.7,2,3,4.1,1.91,3,3.75,1.95,3.2,4.2,1.9,3,4.2
5055,4769,4769,2008/2009,35,13-May-09,483506,9851,7819,1,0,1.8,3.25,4.75,1.75,3,5,1.75,3.3,5,1.8,3,4.33,1.83,3.3,4.6,1.75,3.1,4.75
5056,4769,4769,2008/2009,35,13-May-09,483507,9874,9829,3,0,1.72,3.3,5.5,1.7,3.4,4.35,1.7,3.3,5.3,1.73,3.1,4.5,1.75,3.3,5.25,1.72,3.25,4.6
8035,7809,7809,2008/2009,32,13-May-09,499597,9790,9911,3,1,1.44,4.2,7.5,1.4,4,7.4,1.45,4,7,1.33,4.33,7,1.44,4.2,7.5,1.44,4,7
249,1,1,2008/2009,34,15-May-09,493111,8203,9994,3,0,2,3.3,3.8,2,3.2,3.4,2.2,3.2,2.75,2.2,3.2,2.8,2.1,3.3,2.9,2.1,3.25,3.1
244,1,1,2008/2009,34,16-May-09,493106,9987,8635,0,2,8,4,1.4,6.5,3.9,1.45,6,3.9,1.4,6,3.5,1.5,7,3.75,1.4,6.5,4,1.44
8051,7809,7809,2008/2009,33,16-May-09,499613,8226,9823,2,2,7,4,1.5,5.75,3.85,1.5,6,4,1.5,5.5,3.5,1.53,5,3.8,1.5,6.5,4,1.45
8050,7809,7809,2008/2009,33,16-May-09,499612,9904,8721,0,5,5.5,3.75,1.62,5.1,3.55,1.6,5.3,4,1.55,4.5,3.5,1.62,4.33,3.6,1.62,5.5,3.75,1.55
245,1,1,2008/2009,34,16-May-09,493107,9991,9985,0,1,4.33,3.8,1.67,4.55,3.6,1.65,4.4,3.5,1.6,4,3.4,1.73,4.5,3.5,1.62,4.5,3.6,1.65
17810,17642,17642,2008/2009,29,16-May-09,509353,10212,9768,1,2,4.75,3.3,1.7,4.6,3.35,1.7,3.5,3.2,1.85,4,3.4,1.73,3.8,3.25,1.8,4.5,3.4,1.65
17817,17642,17642,2008/2009,29,16-May-09,509360,7992,9773,1,4,4.5,3.4,1.73,4.5,3.4,1.7,3.6,3.3,1.8,5,3.5,1.57,4.2,3.4,1.7,4.5,3.4,1.7
252,1,1,2008/2009,34,16-May-09,493114,4049,9993,1,0,3.75,3.25,1.95,3.1,3.3,2.1,2.75,3.2,2.2,3.5,3.2,1.91,3,3.2,2.1,3,3.3,2.15
10556,10257,10257,2008/2009,36,16-May-09,539918,8600,8564,2,1,3.6,3.2,2.1,3.45,3.2,2,3.2,3.3,2.15,3.2,3.2,2,3.2,3.2,2,3.4,3.25,2
21817,21518,21518,2008/2009,36,16-May-09,530663,8371,8302,0,0,2.88,3.3,2.4,2.75,3.25,2.35,2.85,3.2,2.4,3,3.2,2.1,2.62,3.1,2.38,2.63,3.25,2.4
248,1,1,2008/2009,34,16-May-09,493110,9999,9984,1,2,2.6,3.25,2.5,2.7,3.4,2.3,2.4,3.2,2.4,2.75,3.2,2.25,2.5,3.2,2.4,2.6,3.3,2.4
19877,19694,19694,2008/2009,37,16-May-09,643181,8429,9927,0,3,2.62,3.2,2.75,2.3,3.25,2.7,2.3,3.1,2.6,2.25,3.2,2.75,2.38,3.1,2.62,2.25,3.25,2.8
2032,1729,1729,2008/2009,37,16-May-09,489406,8549,10252,1,1,2.5,3.4,2.75,2.45,3.15,2.7,2.4,3.4,2.7,2.25,3.4,2.6,2.62,3.3,2.62,2.6,3.25,2.6
17812,17642,17642,2008/2009,29,16-May-09,509355,10213,7844,1,0,2.4,3,2.9,2.5,2.85,2.85,2.3,3,2.7,2.2,3.1,2.88,2.45,3,2.6,2.4,2.9,2.8
21816,21518,21518,2008/2009,36,16-May-09,530662,10205,8633,3,2,2.25,3.5,3,2.15,3.5,2.85,2.1,3.35,3.3,2.2,3.25,2.75,2.1,3.4,2.8,2.2,3.4,2.9
17811,17642,17642,2008/2009,29,16-May-09,509354,9807,7841,1,0,2.3,3,3.1,2.35,3,2.9,2.3,3.2,2.5,2.2,3.2,2.8,2.35,3.2,2.6,2.3,3.1,2.9
5068,4769,4769,2008/2009,36,16-May-09,483519,9853,9941,2,2,2.4,3.1,3.1,2.35,2.95,2.95,2.4,2.9,2.9,2.25,3.2,2.75,2.25,3.2,2.75,2.3,2.9,3
19875,19694,19694,2008/2009,37,16-May-09,643179,8597,8066,1,0,2.25,3.2,3.25,2.1,3.25,3.05,2.1,3,3.1,2.2,3.2,2.8,2.1,3.2,3,2.1,3.25,3.25
19876,19694,19694,2008/2009,37,16-May-09,643180,9860,9938,3,0,2.25,3.2,3.25,2.1,3.25,3.1,2.1,3.1,3,2,3.2,3.2,2.1,3.2,3,2.1,3.25,3.25
5060,4769,4769,2008/2009,36,16-May-09,483511,7819,9874,2,0,2.25,3.1,3.3,2.25,2.95,3.15,2.1,2.9,3.4,2.2,3,3,2.2,3.2,2.8,2.1,3,3.2
2037,1729,1729,2008/2009,37,16-May-09,489411,10194,8528,2,0,2.2,3.25,3.4,2.1,3.15,3.25,2.1,3.25,3.4,2.1,3.2,3,2.2,3.2,3.4,2.1,3.25,3.4
2034,1729,1729,2008/2009,37,16-May-09,489408,8559,8667,1,1,2.2,3.3,3.4,2.15,3.15,3.15,2.1,3.4,3,2.2,3.25,2.75,2.2,3.2,3.4,2.25,3.2,3.1
19878,19694,19694,2008/2009,37,16-May-09,643182,8596,9800,0,2,2.1,3.4,3.4,2.1,3.25,3.05,2,3.2,3.1,2,3.2,3.2,2.05,3.2,3.1,2,3.25,3.4
251,1,1,2008/2009,34,16-May-09,493113,10001,8571,1,3,1.91,3.6,3.4,2,3.5,3.15,2,3.4,2.9,1.73,3.6,3.75,2,3.4,3,1.91,3.6,3.25
5061,4769,4769,2008/2009,36,16-May-09,483512,9855,8481,0,0,2.3,2.9,3.5,2.25,2.75,3.4,2.2,2.8,3.3,2.1,2.8,3.5,2.2,2.75,3.3,2.2,2.9,3.3
8043,7809,7809,2008/2009,33,16-May-09,499605,8178,9788,5,0,2,3.4,3.75,1.95,3.35,3.45,2,3.3,3.2,1.83,3.4,3.5,1.83,3.4,3.5,2,3.4,3.4
5065,4769,4769,2008/2009,36,16-May-09,483516,9829,9873,1,1,2.15,2.88,4,2.1,2.85,3.6,2,2.9,3.7,2,2.8,3.75,2,2.8,3.75,2.1,2.9,3.6
17816,17642,17642,2008/2009,29,16-May-09,509359,10215,9809,3,1,2,3,4,2,3.1,3.6,1.9,2.9,3.7,2,3,3.4,2,3,3.45,1.9,3.1,3.75
2033,1729,1729,2008/2009,37,16-May-09,489407,10261,9879,0,1,1.91,3.5,4,1.9,3.25,3.7,1.9,3.3,3.9,1.8,3.4,3.6,1.91,3.5,3.9,1.95,3.3,3.75
21815,21518,21518,2008/2009,36,16-May-09,530661,9783,8305,1,1,1.85,3.5,4.2,1.85,3.3,3.9,1.85,3.4,4,1.73,3.4,4,1.8,3.3,3.75,1.9,3.3,3.75
17814,17642,17642,2008/2009,29,16-May-09,509357,10238,6421,0,1,1.8,3.2,4.5,1.85,3.15,4.1,1.65,3.4,4.2,1.83,3.2,3.75,1.7,3.2,4.5,1.8,3.25,4
8049,7809,7809,2008/2009,33,16-May-09,499611,9911,9810,2,0,1.8,3.5,4.5,1.8,3.3,4.15,1.7,3.7,4,1.67,3.4,4.33,1.83,3.2,3.75,1.75,3.5,4.35
2030,1729,1729,2008/2009,37,16-May-09,489404,8586,8456,2,1,1.83,3.5,4.5,1.85,3.25,4,1.8,3.4,4.3,1.8,3.3,3.75,1.83,3.5,4.33,1.85,3.4,4
8048,7809,7809,2008/2009,33,16-May-09,499610,8177,10189,0,0,1.73,3.75,4.5,1.7,3.4,4.6,1.6,3.8,4.4,1.62,3.5,4.5,1.62,3.5,4.5,1.75,3.4,4.5
2031,1729,1729,2008/2009,37,16-May-09,489405,8668,8654,3,1,1.73,3.6,5,1.75,3.35,4.4,1.8,3.4,4.3,1.73,3.2,4.33,1.75,3.4,5,1.72,3.4,4.8
247,1,1,2008/2009,34,16-May-09,493109,7947,9986,1,2,1.53,3.8,5.75,1.55,3.85,5.1,1.5,3.7,5,1.5,3.6,5.5,1.53,3.6,5,1.57,3.6,5.5
2029,1729,1729,2008/2009,37,16-May-09,489403,10260,9825,0,0,1.67,3.5,6,1.65,3.4,5,1.65,3.5,5.3,1.5,3.6,5.5,1.67,3.5,5.5,1.62,3.6,5.5
8047,7809,7809,2008/2009,33,16-May-09,499609,8697,8295,1,3,1.57,3.8,6,1.45,4.25,5.7,1.4,4.5,5.7,1.5,3.6,5.5,1.57,3.75,4.5,1.5,4,5.5
5063,4769,4769,2008/2009,36,16-May-09,483514,8689,9746,1,1,1.62,3.6,6.25,1.5,3.4,7,1.5,3.5,6.3,1.53,3.5,5.5,1.62,3.4,4.8,1.55,3.5,5.5
8045,7809,7809,2008/2009,33,16-May-09,499607,9789,9912,6,0,1.44,4.33,7,1.4,4.15,7,1.5,4,5,1.4,3.75,7,1.44,3.75,6,1.45,4,7
5067,4769,4769,2008/2009,36,16-May-09,483518,9847,8583,1,2,1.53,3.6,7.5,1.5,3.4,7,1.5,3.5,6.3,1.44,3.75,6,1.5,3.4,6,1.5,3.5,6.5
250,1,1,2008/2009,34,16-May-09,493112,8342,9996,4,1,1.44,3.75,7.5,1.35,4.25,7.8,1.4,3.9,6,1.36,4,7,1.44,4,5.5,1.44,4,6.5
246,1,1,2008/2009,34,16-May-09,493108,10000,9998,3,0,1.33,4.33,8.5,1.3,4.6,8.5,1.25,4.7,8,1.29,4.5,8,1.33,4.33,7,1.3,4.5,8.5
5059,4769,4769,2008/2009,36,16-May-09,483510,9827,8682,3,2,1.25,5.75,11,1.25,5,10,1.25,4.8,9.5,1.25,4.5,10,1.29,4.5,8,1.25,5,9.5
19874,19694,19694,2008/2009,37,16-May-09,643178,8548,8485,2,1,1.25,5.5,12,1.25,5,9,1.27,4.5,8,1.25,4.5,10,1.25,4.5,10,1.25,5,9.5
8044,7809,7809,2008/2009,33,16-May-09,499606,9790,8722,0,1,1.25,5.5,12,1.2,6,10,1.2,5.5,11,1.25,4.5,10,1.25,4.8,8.5,1.25,5,10
10550,10257,10257,2008/2009,36,16-May-09,539912,8686,8530,4,3,1.25,5.5,12,1.25,4.75,11,1.25,5.5,10,1.25,4.5,10,1.22,4.8,10,1.25,4.8,11
8046,7809,7809,2008/2009,33,16-May-09,499608,10269,8398,2,0,1.25,5.5,12,1.25,5,10,1.25,5.5,10,1.25,4.5,10,1.29,4.8,7,1.25,5,12
2035,1729,1729,2008/2009,37,17-May-09,489409,8659,8650,0,2,7,5,1.4,8.5,4.75,1.3,8.5,4.5,1.35,5.5,4.33,1.4,8,4.8,1.36,7.5,4.8,1.36
19879,19694,19694,2008/2009,37,17-May-09,643183,10251,9925,0,0,6.5,4,1.5,5,3.8,1.45,5.4,3.8,1.45,6,3.5,1.5,6,3.75,1.44,6,3.75,1.5
21812,21518,21518,2008/2009,36,17-May-09,530658,8661,8634,2,1,5.25,3.75,1.6,5.65,3.85,1.5,4.9,3.5,1.7,5.5,3.6,1.5,5,3.6,1.53,5.5,3.5,1.62
10549,10257,10257,2008/2009,36,17-May-09,539911,9875,9804,1,2,3.1,3.2,2.3,3,3.2,2.2,3,3.2,2.2,2.8,3.2,2.2,2.75,3.2,2.25,2.88,3.1,2.3
17813,17642,17642,2008/2009,29,17-May-09,509356,10264,9772,1,3,2.5,3,2.75,2.45,3.15,2.65,2.4,3,2.6,2.5,3.1,2.5,2.5,3.1,2.5,2.5,3.1,2.5
21808,21518,21518,2008/2009,36,17-May-09,530654,9869,9864,2,1,2.4,3.3,2.88,2.25,3.35,2.8,2.4,3.4,2.7,2.2,3.25,2.75,2.25,3.4,2.6,2.3,3.4,2.7
21814,21518,21518,2008/2009,36,17-May-09,530660,8388,8479,1,0,2.38,3.25,3,2.2,3.3,2.9,2.2,3.4,3,2.1,3.5,2.75,2.25,3.5,2.5,2.3,3.25,2.8
21809,21518,21518,2008/2009,36,17-May-09,530655,9906,10267,1,0,2.2,3.5,3.1,2.25,3.2,2.9,2.1,3.35,3.3,2.2,3.2,2.8,2.15,3.4,2.75,2.2,3.2,3
5064,4769,4769,2008/2009,36,17-May-09,483515,8592,9748,1,3,2.3,3.1,3.2,2.3,3,3,2.3,3.2,3,2.1,3.2,3,2.2,3.2,2.8,2.25,3,3
5066,4769,4769,2008/2009,36,17-May-09,483517,9830,9851,1,1,2.2,3.2,3.4,2.3,3,3,2.3,3.1,2.8,2.2,3.2,2.8,2.2,3.2,2.8,2.1,3.1,3.25
10555,10257,10257,2008/2009,36,17-May-09,539917,9857,9888,2,1,1.91,3.25,4.33,1.8,3.4,4,1.9,3.3,3.9,1.83,3.3,3.6,1.8,3.4,3.6,1.85,3.4,3.75
21813,21518,21518,2008/2009,36,17-May-09,530659,8696,10281,3,2,1.8,3.6,4.5,1.8,3.3,4.1,1.8,3.3,4.5,1.83,3.2,3.75,1.8,3.3,3.75,1.8,3.4,4
10548,10257,10257,2008/2009,36,17-May-09,539910,8690,8529,2,1,1.8,3.6,4.5,1.7,3.65,4.2,1.7,3.5,4.2,1.67,3.4,4.33,1.67,3.5,4.2,1.75,3.5,4.33
21811,21518,21518,2008/2009,36,17-May-09,530657,8603,9865,2,0,1.6,4,5.25,1.55,3.65,5.5,1.6,3.6,5.6,1.62,3.5,4.5,1.53,3.6,5,1.6,3.5,5.5
17815,17642,17642,2008/2009,29,17-May-09,509358,10214,6403,1,0,1.62,3.4,5.5,1.55,3.55,5.7,1.6,3.4,4.6,1.57,3.5,5,1.57,3.4,5.2,1.6,3.4,5
21810,21518,21518,2008/2009,36,17-May-09,530656,8558,8315,1,0,1.62,3.8,5.5,1.6,3.55,5.1,1.65,3.5,5.3,1.67,3.4,4.33,1.53,3.6,5,1.57,3.75,5
10553,10257,10257,2008/2009,36,17-May-09,539915,10233,8533,2,2,1.62,3.6,6,1.6,3.5,5.25,1.55,3.5,6,1.57,3.5,5,1.57,3.5,5,1.6,3.4,5.5
5062,4769,4769,2008/2009,36,17-May-09,483513,8639,9831,1,1,1.62,3.5,6.25,1.6,3.4,5.5,1.5,3.5,6.3,1.57,3.25,5.5,1.57,3.5,5,1.55,3.4,5.5
10554,10257,10257,2008/2009,36,17-May-09,539916,8540,8543,2,0,1.57,3.5,7,1.5,3.6,6.5,1.5,3.7,6.5,1.62,3.5,4.5,1.5,3.6,5.5,1.57,3.5,5.5
10547,10257,10257,2008/2009,36,17-May-09,539909,8535,9882,1,0,1.33,4.75,9.5,1.3,4.5,9,1.35,4.7,8,1.3,4.2,9,1.29,4.5,8,1.35,4.2,8.5
2038,1729,1729,2008/2009,37,17-May-09,489412,8455,8655,2,0,1.3,5,11,1.27,4.9,8.9,1.37,4.4,8,1.25,4.5,10,1.3,5,11,1.25,5,11
10551,10257,10257,2008/2009,36,17-May-09,539913,9885,8524,2,2,1.25,5.5,12,1.25,4.75,11,1.27,4.9,11,1.25,4.5,10,1.25,4.5,10,1.25,5,10
10552,10257,10257,2008/2009,36,17-May-09,539914,8636,8551,3,0,1.2,6,15,1.2,5.5,12,1.25,5,12,1.14,5.5,15,1.17,5.5,12,1.2,5.5,12
2036,1729,1729,2008/2009,37,18-May-09,489410,8462,8472,3,1,2.1,3.2,3.75,2.2,3.15,3.05,,,,2,3.2,3.2,2.2,3.1,3.5,2.1,3.25,3.4
10560,10257,10257,2008/2009,37,20-May-09,539922,8543,8690,1,0,2.5,3.6,2.6,2.45,3.55,2.4,2.75,3.35,2.35,2.4,3.5,2.4,,,,2.5,3.5,2.5
5071,4769,4769,2008/2009,37,23-May-09,483522,9746,8639,0,1,5.5,4,1.57,5.8,3.5,1.55,5,3.5,1.6,5.5,3.5,1.53,6.5,3.6,1.57,5.5,3.75,1.5
8055,7809,7809,2008/2009,34,23-May-09,499617,9810,9790,2,3,5,4.2,1.6,5,4.3,1.5,4.5,3.7,1.7,5,3.75,1.53,5,4,1.62,5.2,3.75,1.55
5074,4769,4769,2008/2009,37,23-May-09,483525,8481,8592,1,2,5.5,3.5,1.67,5.75,3.55,1.55,5,3.5,1.6,4.5,3.5,1.62,6,3.6,1.62,5.5,3.4,1.6
8060,7809,7809,2008/2009,34,23-May-09,499622,8295,8177,4,0,4.5,4.2,1.67,3.75,4.4,1.65,4.4,4,1.65,4.33,3.75,1.62,5,3.75,1.67,4,4.35,1.62
21827,21518,21518,2008/2009,37,23-May-09,530673,8315,9906,1,4,4,3.75,1.83,4.1,3.5,1.75,4.1,3.5,1.8,3.4,3.5,1.83,4.2,3.5,1.83,4,3.5,1.8
8059,7809,7809,2008/2009,34,23-May-09,499621,9788,9789,1,1,3.75,3.6,1.91,3.65,3.5,1.85,3.7,3.4,1.9,3.4,3.25,1.91,3.75,3.6,1.91,3.6,3.4,1.9
5078,4769,4769,2008/2009,37,23-May-09,483529,9873,9847,2,1,3.75,3.3,2,3.65,3.3,1.9,3.6,3,2,3.5,3.2,1.91,3.5,3.2,2.15,3.6,3.2,1.9
5075,4769,4769,2008/2009,37,23-May-09,483526,9831,9941,0,2,3.2,3.25,2.3,2.8,3.05,2.4,3.2,2.9,2.2,2.75,3.2,2.25,3,3.2,2.4,2.9,3,2.35
17833,17642,17642,2008/2009,30,23-May-09,509368,9809,10238,2,2,3,3.25,2.38,2.7,3.35,2.3,2.9,3.4,2,2.6,3.25,2.3,2.55,3.25,2.35,2.75,3.3,2.25
17830,17642,17642,2008/2009,30,23-May-09,509365,6403,7992,1,0,2.7,3.25,2.4,2.5,3.3,2.5,2.5,3,2.5,2.5,3.3,2.38,2.4,3.4,2.4,2.5,3.25,2.5
5069,4769,4769,2008/2009,37,23-May-09,483520,8583,9853,1,0,2.75,3.3,2.5,2.7,3.2,2.35,2.7,3.1,2.4,2.6,3.25,2.3,2.8,3.2,2.5,2.7,3.2,2.4
21819,21518,21518,2008/2009,37,23-May-09,530665,9865,8558,0,3,2.8,3.3,2.5,2.7,3.2,2.4,2.5,3.3,2.65,2.25,3.4,2.6,2.75,3.3,2.5,2.8,3.25,2.4
8058,7809,7809,2008/2009,34,23-May-09,499620,8398,8178,3,0,2.38,4,2.6,2.3,4.4,2.3,2.3,3.7,2.6,2.25,3.5,2.5,2.3,4,2.62,2.3,4,2.4
21820,21518,21518,2008/2009,37,23-May-09,530666,9864,8603,1,1,2.5,3.3,2.75,2.45,3.3,2.55,2.4,3.2,2.85,2.25,3.4,2.62,2.62,3.25,2.62,2.6,3.2,2.6
21821,21518,21518,2008/2009,37,23-May-09,530667,10281,9869,1,2,2.38,3.25,3,2.25,3.15,2.95,2.2,3.4,3,2.25,3.5,2.5,2.3,3.6,2.8,2.4,3.25,2.7
21826,21518,21518,2008/2009,37,23-May-09,530672,10205,10267,3,1,2.25,3.5,3,2.15,3.35,2.95,2.3,3.3,2.9,2,3.5,3,2.2,3.5,2.62,2.25,3.4,2.8
